Hotel Name,Content,Rating,Date of stay,
The Scarlet Singapore,"Wanted to bring my parents out for a staycation and decided to book here since it was an area my parents are used to.  Was very pleased with the service that the hotel staff, especially Diana showed.  She was very attentive and very professional to our needs.  Such a blessing to make our stay enjoyable.  Will definitely visit the place again next time with my parents.  The area is also well known to many good food in Singapore and all within walking distance.",10,Nov-21,
The Scarlet Singapore,Stayed 4 nights in this little gem of a Hotel in the 'China Town' district of Singapore. A former Mid Victoria Chop House now an agreeable cozy little hotel - I was impressed. Shout out to Rosie the Manager and and her able assistant Macelle who seemingly were ever present and always cordial. RECOMMENDED,10,Jan-20,
The Scarlet Singapore,"I truly appreciated the hotel quality and the dedication of the design, not sure how other room is actually looks like but for my executive with balcony is very comfortable and well design. The tolietries and amenities like coffee and tea is truly a plus point, just like the hotel design itself the coffee and tea is really good quality and i may say high end that is why would you even go out your hotel room to have a good coffee or rather instead having it inside? The answer is indoor stay with their coffee is great! The tolietries is even the best! They served a great enough big size travelling body foam and a big travel size tooth tube from compare to normal or high end hotel in singapore, if i would have choose to come back in future i will choose here! They have great…",10,May-20,
The Scarlet Singapore,"The Scarlet staffs was excellent - Nazir made everything go smoothly when I arrived and check in went really smooth. Concierge service was excellent - Machelle, Lesley, Nigel and Jonathan was very helpful and friendly in making several needs and reservations. Location wise is convenient to MRT and  to find foods (Halal). Selection and quality was very much appreciated. (The staff) is one of best parts of staying at The Scarlet Singapore. Everyone is very thoughtful and caring to insure that you are enjoying your stay and follow the safety measures.  Thank you!",10,May-20,
The Scarlet Singapore,"The hotel is right by Chinatown and also right by club road which has many restaurants and bars.    The room was clean and average size.   The staff was very friendly and helpful.   We walked everywhere from the hotel.  We did have some people come in at 6am from partying all night and it was loud.   Not the hotel’s fault, but it woke us up out of a sound sleep.  We would still stay there again.",10,Jan-20,
The Scarlet Singapore,Excellent customer service. Greeted us with very warm welcome. Very cozy room. Nice place to have a quiet piece of mind. Convenient store near by. Pubs and bar is like 2mins walk. Sadly jacuzzi was close due to covid but still a very nice place to go to!,10,Mar-21,
The Scarlet Singapore,"Nice Scarlett Ted theme, Hotel and room are good value for money.  Premium room is more spacious. Pick the room with skylight, high ceiling. Well situated to explore Chinatown. Breakfast in the restaurant, just ok but the venue is nice (Mediterranean style)",8,Oct-21,
The Scarlet Singapore,"Heard so much about this much-raved boutique. And because of the pandemic, I finally got to be a tourist in my own country and checked out this hotel.  The Deluxe Room (that I booked) was of a good size. Only small quibble is the small table and slightly uncomfortable chair (which wasn't so comfortable when trying to get some work done on my laptop). But it was nice having the daylight coming through from the ceiling (pretty conducive to waking up earlier as well) + love the soft Tempur pillows used as well.  Plus friendly staff at the reception desk who are very welcoming to guest queries.  If there are things that can be improved, probably have the option for a co-work corner (as mentioned above, the table is slightly on the small side) + also more in-room dining options via…",8,Oct-21,
The Scarlet Singapore,"Booking.com screw up my booking and it makes the beginning to my staycation a sour one. HOWEVER when a staff like Nigel (front office manager) step up and goes his way to check us in eventhough booking.com and its travel partner made the screw up,my staycation turns from a sour start to a sweet ending.  The hotel is perfect for couple who need to be away and with the complimentary mini bar makes one not want to leave the room. Mini bar is fully stocked. Couple of choices..not just ure typical mineral water . They even provide a few snacks too!  The cheapest room has no window but just a small skylight so room can be very claustrophobic for some. Also the bed can be hard for some and pillows are super soft. Not ideal for people like me. No bathtub but water pressure is good…",8,Oct-21,
The Scarlet Singapore,"No one was at the front desk while checking in till a lady came forward from back office. Everything was ok and pretty basic, making way to lift lobby and room was like a maze. Room wise was quite small and mirrors were facing at the front and side of the bed so it was kind of weird design and the room phone was not working too.",6,Aug-21,
The Scarlet Singapore,"First and foremost, I am impressed by the interior design of the hotel. The exterior make it seems like the hotel will be small but the moment I stepped into the hotel I was impressed by the furnishing and how spacious the lobby was. Located at the heart of the CBD area with great eateries around. Adjacent to the hotel is the famous local hawker centre; maxwell. And at the back of the hotel was filled with restaurants and bars at Ann Siang road, Club St. Its pretty interesting.  Was warmly greeted by Emily who did the check in for us. Would like to give a great thank you to the Asst Guest Experience Manager Faizal who gave us an upgrade and provided us with balcony for our stay.   Faizal made my stay even more memorable when he prepared love swan and rose petals on the bed and…",10,Jun-21,
The Scarlet Singapore,"A very good hotel with nice clean and functional rooms and a nice atmosphere. The staff is very helpful and service-minded. It's conveniently located in a quiet area with only a few minutes walk to public transportation in Chinatown or just a few hundred meters in the other direction from the hotel so you have the whole city nearby.  If you just want a quick budget meal there is a food court just around the corner and you have a lot of Chinese restaurants to choose from in Chinatown walking street that agents to the hotel street, otherwise there is plenty of all kinds of good restaurants nearby.",10,Jan-20,
The Scarlet Singapore,"My cousin and I did a two-night staycation over the weekend at The Scarlet. Since it was not my first time staying there, I must admit that the rooms weren't as spectacular as they once were when I stayed there a good 15 years ago (which is to be expected).   That said, the front desk staff, Faizal and Machelle, more than made up for this. They were friendly and attentive and did whatever they could to make our stay enjoyable, from ensuring that our faulty internet connection was promptly fixed to always greeting us with warm smiles and some conversation - plus a readiness to spring into action should we need anything - each time we passed them coming in or going out.    We would certainly recommend other potential guests to give The Scarlet a try and wish to thank Faizal and…",8,Jul-21,
The Scarlet Singapore,"Truly enjoyed our staycation here. Though the room was small, it was cosy and clean. Our stay was made even more memorable when Faizal knocked on our door and surprised us with cakes as he found out it was my birthday. Thank yoy, Faizal. The hotel industry needs more people like you! :)",10,Jul-21,
The Scarlet Singapore,Very smooth and pleasant experience at The Scarlet. Reserved a room with balcony at room 306 for my birthday on 9/7-10/7.  The room was clean and excellent housekeeping service!  Special thanks and compliments to the front desk girl serving us in the afternoon ( forgot her name). She recommended us good food around the hotel and also places for entertainment during our short stay.   Definitely a comfortable place to be in!   Will be back again if i have the chance  ,10,Jul-21,
The Scarlet Singapore,"WHEN I FIRST WALKED INTO THE LOBBY! I was astonished by the setting! It was so victorian , bold , sexy! Definitely gave me the positive vibe... was assisted by Faizal and he really walked me through checking in promptly and of course that smile! Super friendly definitely fits the vibe setting! He made me feel like home and assisted me with whatever I needed. Thank you for making my solo staycation a lovely one. There will be a next time! Xx",10,Jun-21,
The Scarlet Singapore,A big shout out to the front desk staff Faizal and Jonathan. Both were very professional and service rendered were excellent! Faizal was attentive and made sure we had a comfortable stay. Room is lovely and enjoyed the cosy atmosphere.,10,Jun-21,
The Scarlet Singapore,"It was a comfortable stay. Although I booked last minute through a third party site, when I called to check the reservations if it is confirmed the staff is a bit unsure of what to do because it will take a while for the booking to sync with their system. Whilst, when I arrived the receptionist is friendly, she actually thought I’m kind of mystery shopper (random quality checks for hotels) as she knew I’m a hotelier too. So far, I have a great stay. The hotel theme is vintage, theatrical and stylish. The bed and pillow is very comfty, their TV has apps like Netflix,  browsers and etc. The room has complete amenities too (bathrobes, slippers, hair dryer, toothbrush & etc.) As the ones I booked comes with bathtub, there is actually seasalt scrub provided as well. Oh! One thing I…",8,Apr-21,
The Scarlet Singapore,"The receptionist, Nazir was very helpful throughout our booking. We call through the line to change date as there were some last min plan. He is also very nice and friendly. Housekeeping, Benson is also very very nice and helpful! teaches us how to use the jacuzzi and every time we have some questions, he will be very patience to answer us! Really thankful for Benson for taking care of us. Last but not least, all the staff are very nice in the hotel, the room is clean and spacious. We enjoyed the jacuzzi at passion suite. Will go back again!",10,May-21,
The Scarlet Singapore,"Stayed for a night at their suite and was impressed with the spacious, clean and cosy room.  Quality of the furniture and furnishings are excellent (especially the bed!). Exceptional toiletries provided. Nice coffee machine and tea bag too!",8,Apr-21,
The Scarlet Singapore,Booked for a night at their suite and i was impressed with the size of the suite..room was clean and spacious. Staffs were friendly and greet us whenever we walk pass the lobby. Food around the hotel was also great.,10,Mar-21,
The Scarlet Singapore,"Called in at wee hour for check in and check out early today. It was a distance to lobby b lift and room was at the corner.  When stepped into room was cold, carpet near closet had previous guest trash, no vanity kit, comb, a bit dusty in certain area of the room and certain area of ceiling started to have water seepage and grouting starting to be moldy. Other then that it will be perfect. I was greeted warmly and smooth check in by FO gentleman and checkout by a sweet looking lady. Didn't managed to get their names.",6,Jul-21,
V Hotel Bencoolen,"This hotel is located in a very good location. Near to 7-eleven, Food Republic, bus stop (in front of the hotel) and Taxi stop. Bencoolen MRT Station is just a few steps from the hotel, and Bras Basah MRT Station in just a few minutes walk. Masjid Bencoolen is just across the hotel.  The service was good. Staff was always smile, polite and helpful. Especially Uncle Henry. When we arrived at the hotel, my kid was unwell. Uncle Henry cared and accompanied us to get some medicine at mini market. He also added pillows in the room for my kid.  The room is tiny but clean. We do not have enough space to open my luggage. The bathroom is small with limited amenities. The water pressure was good enough.  One day, we had a problem with the TV. Maintenance team came and fixed it quickly.  I…",8,Jun-19,
V Hotel Bencoolen,"Room and location were great and good value with an easy walk to meeting locations, food and parks.  We were provided exceptional service on the last day with concierge ""Henry"".  He went above and beyond to ensure our departure was comfortable and smooth. Thank you",10,Jul-19,
V Hotel Bencoolen,I recommend this hotel to anyone going to Singapore. Its close to the Train Station and Bugis and lots of places to eat nearby. Very friendly staff particularly of worthy mention is Henry of Guest Services. Always smiling and very helpful and accomodating. n all the front desk service ,10,Aug-19,
V Hotel Bencoolen,"i was stayed at v hotel for 2 nights. the room is clean, but very small  so it fits only for 2 persons. there are some bus stops nearby & mrt station only a few steps . bugis street is just 10 mins walking, and easy to find foods.  ",10,Jul-19,
V Hotel Bencoolen,Pretty good stay. Breakfast was nice and also very helpful staff. Rooms are small but cosy. Location is very good. All important places are nearby. Helped me. Price can a bit better but OK. Only call taxi location should be more prominent.,8,Aug-19,
V Hotel Bencoolen,"I stayed in this 🏨....during July August 2019. So good . The location is near to every place that I want to go . Cafe...art gallery .MRT.. I'm a writer and love jogging so the location near fort canning park is a big plus .The staff very helpful . My appreciation for front desk team...and specialy for Mr Henry...great guy , helpful..and always smile, grant me good mood  .thx",10,Aug-19,
V Hotel Bencoolen,I found the Hotel in a main location with all essential amenities and friendly staff. Good service.  Just next to MRT.  Breakfast was good. Good choice for a holiday trip. 👍. Will definitely recommend friends and family.,10,Jul-19,
V Hotel Bencoolen,Excellent location. Next to MRT and food court. Taxi rank in front and 7-Eleven nearby. Reception staff courteous and receptive to special requests.  Permitted late check out as a special favour. Room clean and bed comfortable and had city view. Our stay Was very pleasant.,10,Jul-19,
V Hotel Bencoolen,"The location is good as it is near to the MRT station and with couple of restaurants and even a food court for quick meals. I was driving this trip and hotel staff, Aden, is kind enough to let me have complementary parking just for these two days. Kudos to him and all of them have been friendly always with their welcoming smile! This is my second time back here actually.",10,Jul-19,
V Hotel Bencoolen,"This hotel is very well situated. Next to the Dt21 mrt station, Taxi stand in front, walking distance to orchard street and bugis junctions, 7 eleven and toast box just annexed to it.  Rooms are small but you just need them to sleep.  The hotel does have a pool and you can do your own laundry for 5 S$ and dryer also for 5S$. Next to the pool so just put your clothes to wash and enjor your time in the pool, then put them to dry.  Hotel resto is next door the Papas Resto  but the food is not so great for breakfast. Juice and cereals are not good. Cuttleries and plates are cracked. They need to change it. But for the price your paying you should expect this.  Else, as i said budget stay but still a good choice.  ",8,Jul-19,
V Hotel Bencoolen,"The hotel is at a prime location with lots of restaurants (and a 7-Eleven) nearby. I was scheduled to stay for one night but due to certain circumstances, I had to extend to 4-nights (after waiting at the reception for a full-day, uncertain about where I need to go next) - The reception staff handled it very well, were very friendly and accommodating.   A special call-out to Henry - He is so full of energy and always smiling - And was ready to help, at all times :)",10,Jul-19,
V Hotel Bencoolen,"Me and my family have a great experience at V Hotel Bencoolen, Bugis. The service is out of the box, especially for staff receptionist, serve us very kindly, Ms Philo, beautiful lady who inform us best ongoing promotion. The hotel is very clean, tidy, nice swimming pool, locate at the center of town, very close to everywhere like shopping area, money changer, restaurants. And especially for the moslem, you can find the Bencoolen mosgue just opposite to the hotel. Very very recommended & nice place to stay! Great thankful for all the staffs..😊",10,Jul-19,
V Hotel Bencoolen,Had a 3 night stopover at this hotel and could not fault the location - right beside the Bencoolen MRT station - so less than SG$2 each from the airport. Henry the concierge was especially helpful and quick to respond to any queries/requests,10,Jul-19,
V Hotel Bencoolen,"This is my second time staying in V Hotel, Bencoolen. I like the location of this hotel. Even though the room was little crampy for 3 of us but we enjoyed our stay here. The hotel staffs are very efficient and helpful. Sure will come back to stay here again.",10,Jul-19,
V Hotel Bencoolen,"We stay for 2 nights in V hotel bencoolen and it was such a wonderful stay for us.  The location is superb, right next to Bencoolen and Brasbasah MRT station.  The staff were super friendly especially the guest service, Mr. Henry. Thank you uncle Henry for making our stay wonderful! ",10,Aug-19,
V Hotel Bencoolen,"Room was so small we struggled to walk around the bed. There was nowhere to store luggage and not much space to put personal things. Cleanliness needs looking at. Papas kitchen which is used for breakfast is awful. Food was disgusting, poor service and untidy food areas. We checked out early and went to another hotel.",2,Aug-19,
V Hotel Bencoolen,"V hotel Bencoolen is situated in a very convenient location with access to all key locations in Singapore, the service is excellent at the hotel with very friendly staff, with the MRT station being next door travelling is very easy, the rooms are very clean and facilities are excellent. Recommend the hotel for your travel needs ",10,Aug-19,
V Hotel Bencoolen,"From the moment I step in to the hotel, All the staffs started greeting us... The Guest service officer assisting us with our luggage.. And the check in process in super fast and take less than 2mins.. I would like to say my family and I really enjoyed our 3 days stay here! Definitely will be back!",10,Aug-19,
V Hotel Bencoolen,"I stayed at Hotel V Bencoolen with my mother and sister for a week from 6th-12th July 2019. We had booked directly, a good spacious room for the family with a view.  Lots of perks when you book directly such as they allowed for a late check-out when we requested. The staff at reception is very helpful. Wherever you have to go, they will guide you completely. They will even help you book the cabs. Whatever we requested, they took great care of our requests. I would like to give a special mention to Mr. Aden, he helped us and guided us for tourist points. You can even book your activities from the hotel at cheaper rates. The breakfast was very good with a variety of Indian dishes at Papa's Kitchen (their cafe). We did not find any food or language issue. Mr. Henry always helped us…",10,Jul-19,
V Hotel Bencoolen,"I stayed 3 days , very friendly staff, special thanks to Hentry, excellent service!! Front desk staff very friendly n check in us fast that on our ours fright here  n the guest service  assisting outs luggage  to the room so not need worry about n I will be back next trip if come Singapore ....rm 325 n thank to Henry gso  Sajeevan. T",10,Sep-19,
V Hotel Bencoolen,"The hotel’s location is just amazing with museum, MRT, restaurants in walking distance. The hotel is very clean and the staff is very helpful. However the rooms are very small and congested. There is barely any walking space and the bathroom was quite small as well.",8,Aug-19,
V Hotel Bencoolen,"V Bencoolen is a great hotel. Excellent service, friendly & efficient staff, super location. Mr. Lionel of front desk even let us check-in 4 hrs early as the room was already ready. This made us very happy!",10,Sep-19,
V Hotel Bencoolen,"Even though I just stayed for 1 night at this hotel, but I really like it. The room is quite small but comfortable and clean enough. Close to MRT station and make it easy for me to travel around. Unfortunately, I didn't have enough time to see the swimming pool. I think I will choose this hotel again if I have to go back to Singapore.",8,Jul-19,
V Hotel Bencoolen,"Good place to stay as the guest service very good. Specially Mr. HENERY. Hotel room size is small but location is good.Swimming pool is good. Papa,s kitchen is added advantage. Staff at papas kitchen also very friendly",10,Aug-19,
V Hotel Bencoolen,"I stayed at the V Hotel Bencoolen for a 4 day city break in Singapore. The hotel is well located right next to an MRT station (one change journey from Changi airport) and in walking distance from attractions such as Fort Canning Park, the National Museum of Singapore and the Raffles Hotel. I was efficiently checked in when I arrived, and there always seemed to be several staff on duty which was good as this is a busy hotel. The building is modern and very clean, with a good range of amenities such as a pool (which I didn't get around to using), concierge desk, free bottles of water in the room - more than I'd get at a similarly priced hotel in Europe. My room was small, as expected in Singapore where real estate is a premium, but comfortable, with very effective air con and a…",8,Aug-19,
V Hotel Bencoolen,The location for V Hotel Bencoolen is  absolutely convenient and easy for me to travel around since bencoolen Station is just right beside the hotel. And there are plenty of restaurants nearby for me to choose even during midnights. I would like to recommend this hotel to people who need to travel a lot in Singapore..,10,Aug-19,
V Hotel Bencoolen,Went for a art show with friends and book this hotel with friend Room was small indeed as per many reviewers however not an issue for us as we dun have too many luggages. Breakfast was simply overpacked with  chinese tourists and we give it a miss Lobby also had limited seating capacity Staff were all too helpful to attend to our needs and remain professional throughout. Hotel could also improve by showing broadcast for EPL matches!,10,Aug-19,
V Hotel Bencoolen,"Well... First time in singapore with my family, Don't really know our way here and there But we are lucky enough to stay V hotel bencoolen.. The location was great, Everything was just walking distance away.. And lots of restaurants nearby for us to choose when we are hungry.. The staffs in the hotel is so friendly and approachable! They always willing to help you when you need, And greeting with a wide smile when you walk pass the reception.. Im so glad we booked V Hotel Bencoolen for our 6days stay here! My family and i enjoyed our trip staying. Will definitely be back if we will to come back singapore again!",10,Aug-19,
V Hotel Bencoolen,"We stayed in this hotel for 2 nights on our way to Thailand. The location is excellent, close to MRT and lots of attractions. Staff are friendly and helpful and there are nearby restaurants. There is also a taxi rank opposite. The rooms are very very small but clean, bathrooms are good. There is an outdoor pool which is pleasant but cold as it does not really see the sun.  It’s a shame that this hotel does not offer any breakfast or a bar.  Reasonably priced compared to other nearby hotels but pretty basic.",6,Aug-19,
V Hotel Bencoolen,I would like to rccommend v hotel to anyone visiting singapore.The service and facilities were both of a very high standard. Staff were all nice and i really enjoyed my stay Nice hotel in town area!!!,10,Aug-19,
V Hotel Bencoolen,I was warmly welcome by reception staff upon arrival Upon check in realised the room was too small for having an ironing board in my room thus paid additional SGD20 to upgrade to the next tier room category Room cleanliness in all was good though would prefer to have face towels in my room for future stay,10,Aug-19,
V Hotel Bencoolen,"We stayed at hotel V for a week. It is centrally located. 5 sec walk to the nearest MRT station. And accessible to a nice food court. Places like orchard road and mustafa are 5 min away by taxi. Room Service is really quick and efficient. For example, We needed extra pillows and sugar/creamers etc. Hotel staff is very friendly. While the rooms are fairly small, they are clean and cosy. We enjoyed our stay here.",10,Aug-19,
V Hotel Bencoolen,"Had a 2 day stop over in Singapore before flying back to UK. So we chose V Hotel Bencoolen cause of the price they offer and more importantly the hotel's location is slap right in the middle of the city. It's near to all the many good spot in Singapore. It gets even better after they mentioned that Bencoolen MRT station is just beside the hotel! Convenience at best! Otherwise taxi is available 24/7 they will call for 1 if requested. One of the manager named Leon who checked us in greeted us with the biggest and friendliest smile. What a guy. All staffs are very respectful, professional, friendly and helpful. The room is small (expected with the low price you pay in the mid of Singapore) but well maintained! You’re in Singapore anyway so we just need the room to have a good night…",10,Aug-19,
V Hotel Bencoolen,"Very clean rooms,friendly staff,easily accessible to various sites,economical rates,overall a good address. I did enjoy my stay here.i have every reason to believe the Hotel stands out among its market segment.",10,Aug-19,
V Hotel Bencoolen,Thank you Henry for your great service to us when stay at V hotel Bencoolen. You make our stay easier woth your kind help.  Keep up the great service to your guest. We will be back for sure. See you soon.,10,Jul-19,
V Hotel Bencoolen,"I was totally made welcomed and looked after by the hotel especially Henry the Guest service officer & Head Concierge who patiently and happily helped me with all my accommodation needs, enquiries & information and made my stay very enjoyable. I definitely recommend coming here in Singapore and ask for Henry for any assistance.",10,Feb-20,
V Hotel Bencoolen,#NAME?,10,Jan-19,
V Hotel Bencoolen,"From the check in process all the way up to the check out we were really pleased with our stay. Rooms were really tiny, there's not really any space to fit our luggages, but it was surprisingly clean. Special mention to the porter John for his helpfulness in ensuring that we were given the right directions as it was our first time in the city. Will definitely recommend our family and friends here for the good services.",10,Jun-19,
V Hotel Bencoolen,Stayed in V Hotel for 3 nights with family Rooms were clean and new albeit compact.My family of 4 booked a triple room with 2 beds though pictures online seem to make the room look bigger. Point to note is hotel offer luggage storage when you have checked out at no additional cost but must collect on same day Uncle Henry was friendly and polite to my whole family and help us with sight seeing tours,10,Jun-19,
V Hotel Bencoolen,"This is my second time choosing this hotel. I was here also just a month ago, but this time’s longer. The first day i feel like nothing has changed, everything is okay. But then i came back to my room the second night to find that it is not cleaned, dirty glass and floors. I complained immediately then i took off for a dinner. When i came back, the only thing different is that the glass has been washed and its on my bathroom upside down (like we are waiting for it to dry. That night also went terrible because i just realized that there’s so many noises, from the aircon and refrigerator, from outside, from other rooms, even from the staffs going back and forth early in the morning. I immediately noticed that the glass and wall are pretty thin. Third night i was here is a Saturday…",2,Jun-19,
V Hotel Bencoolen,"Spent the night with a 3 year old kid, and the place is pretty comfortable! Location is very good, directly beside the MRT station and Cheers is just on the left! Definitely a recommended place if you’re looking for an affordable good place :)",10,Jun-19,
V Hotel Bencoolen,"We've stayed here for 5 nights, in the 3rd floor room with balcony. Overall the experience is pleasant, the hotel staff are very efficient and friendly, and there's a food republic (food court) nearby, cheers (conv. store) and 7-11 nearby, and Bencoolen MRT (DT21) is just two buildings away on the right side of hotel entrance. Also there's a nice, clean and quiet pool on the 3rd floor, and also there is a washer and dryer machine in the pool area where you can  use to clean and dry your clothes (requires small change coins that you can exchange on the lobby). The ONLY downside is, the room is small for us, 14 square meter, for two adults and two children age 10 and 5. We asked if we can upgrade to a bigger room but the difference is only 2 meter square which is not a lot. I…",8,Jun-19,
V Hotel Bencoolen,"The room is clean, but too small for two persons. But the staffs are very helpful, kind and friendly. This is the second time I stay at V Hotel. It’s very near the MRT and some foods culinary. Thank u. Especially for Henry we got the upgrade room! ✌🏻",8,Jun-19,
V Hotel Bencoolen,"Front desk people were efficient. The Hotel is in the middle of everything. It located closed to museum, temples, MRT stations, food courts. The door people , especially Henry, were friendly and helpful. Henry took us to the temples and good local desert place during his break , so thankful for his service mind.",6,Jun-19,
V Hotel Bencoolen,"Been staying at this hotel with boyfriend for many times  Room as usual was clean and neat.However i personally find the male staff more flexible than the female staff. When i usually get check in by the male staff,i am usually offered free upgrade to bigger rooms with complimentary parking services..However on my last visit,the female staff(Malay/Indian with hair tied up)just offered me a strict look claiming they do not offer complimentary carpark services..We ended up paying $12 for the overnight parking service when we could usually get it for free... Cant help but feel disappointed.. Will still visit this hotel though for its wonderful location(close to Bugis)however will certainly avoid that female staff",10,Jun-19,
V Hotel Bencoolen,"Stay for 4 days and 3 nights. Super fast check in and check out services. Supe friendly staff. We bring our 2 years old kid and they give extra pillow without asking. Extra refill bottle is free everyday. The room is clean, a little bit small but it is OK. Bencoolen MRT Station just next to the hotel. Another MRT Station, food court and Albert Hawker Centre is near the hotel too. ",10,Jun-19,
V Hotel Bencoolen,"Location of hotel is great, very close to Bencoolen MRT station and many other hotels. Easy to get taxis opposite the hotel. There is a 7-11 close by as well. Booked the superior room, which is very tiny. My 2 year old spent most time in bed as there was not enough room for us parents to move around. If you also have more than one regular sized luggage you would find it difficult, as there is hardly space and the wardrobe is a single door wardrobe, that also houses the safe and small fridge. No power sockets at bedside as well. There did not seem to have an exhaust system in the toilet as well, which made it a challenege.",6,Jun-19,
V Hotel Bencoolen,From the moment i step in the hotel i feel something was wrong. Due to the lobby of the hotel is quite small. But what i didnt expect is their service to be this good..  They greeted me ever single time i walked pass the counter and direct me and my family to the places we want. When i need anything they will try their best help me. Always willing to give a helping hand to all guest in the hotel.  Would totally bring my family back here!,10,May-19,
V Hotel Bencoolen,I stayed here for 4 nights and found it to be perfectly located right on top of the Bencoolen railway station and with a variety of restaurants to choose from. As long as you have the railway line handy it doesn't really matter where you choose to stay in Singapore and there are plenty of restaurants & shopping centres all over the place. The hotel is non-descript from the front but it's easy to spot from the street. You don't come here to stay in a large luxurious suite but rather for a clean & functional room suitable to sleep and shower when you're not sightseeing. We stayed in a superior double room and it was very tight with only minimal room to walk around the bed and no space for luggage. The pictures online are not an accurate reflection of the room size so if you are a…,8,May-19,
V Hotel Bencoolen,The location is Great right next to the MTR. The rooms were clean and the staff was friendly and helpful throughout. Checking in & out was smooth and quick. We will be back . Thank you for for excellent service.,8,Jun-19,
V Hotel Bencoolen,"From the minute we walked in to the minute we checked, we cannot stop praising the service and attitude of the staff at V Hotel. From the doorman, Henry, to the reception staff, we have been shown the utmost hospitality. All the staff are extremely friendly and incredibly helpful from finding cheaper attraction tickets to accommodating our every need through room service. We can neither be happier with our stay nor praise them enough. We will be back for our next trip and recommend the hotel to others. Thank you, V Hotel, you were amazing! You have elevated our experience.",10,Jun-19,
V Hotel Bencoolen,Never stayed in a terrible hotel like this  I don’t mind paying for hotels when i travel  but we paid a lot of $$ over price so called 4 star hotel its small we had to pay extra $80 to upgrade our room to fit 2 suitcases and the room Was still small mould on the bathroom floor misleading information regards to The hotel and its facilities staff where nice and helpful and its not there fault however it didn’t make up for the room in our discomfort ,2,Sep-19,
V Hotel Bencoolen,Stayed over for a night at the hotel. Staffs very pleasant and helpful! The room is very value for money and had all the necessities you will need. I would highly recommend this hotel if you are here for a short trip!,10,Jun-19,
V Hotel Bencoolen,i hv been to tis  hotel seen last time the location was nice nthe front desk check in fast 4 us  n the the guest service henry treat us like friend n we will cm back stay here again when we visit again singapore,10,Jul-19,
V Hotel Bencoolen,"I had the chance to stay in this hotel for three days and it made my stay in Singapore very enjoyable. From the friendly staff, to the perfect location and comfortable bed, my stay was perfect. I highly recommend this place.",10,Jun-19,
V Hotel Bencoolen,"Enjoy our stay very much! Great location and wonderful staff. I will stay again! Love Singapore , this hotel is convenient to the shopping mall and the street market. So easy to get food and money exchange. Staff here was so helpful. We book a studio room and my teenager daughter love the privacy she got upstairs. Room rate was very reasonable compare to other hotels in the same area.",10,Jun-19,
V Hotel Bencoolen,The cleaniess of the hotel is excellent and staff are friendly. The unique parking space makes me feel secured and confident on the property. Payment and checking in is speedy and no hassle. I definetly recommend  stay here.,10,Jul-19,
V Hotel Bencoolen,"Henry service is very good..humble and good services to us. Location of hotel is very good, clean hotel, n near to centra every we go was near n i will be back next time visit sg again wif family n friend to stay tis hotel v again......",10,Jul-19,
V Hotel Bencoolen,Room is small but tidy. Room is sprayed with air freshener. The staff are not that friendly but helpful if you need directions. The Food Republic is the nearest food court option but is expensive. You can find cheaper options two blocks away near Bras Basah Complex.  The hotel is just next to the MRT exit (don't cross the road). You can take the Downtown Line to Expo station and change once to reach the Airport. ,6,Jul-19,
V Hotel Bencoolen,"We came to this hotel tired and exhausted and left the hotel refreshed and rejuvenated. Great place to rest and the staff is excellent. The neighborhood has many places to visit. Restaurants, malls, and bars are within walking distance. Even the metro is next door.",10,Jul-19,
V Hotel Bencoolen,"The room is clean and air conditioner is good. Also, the staffs are so nice and friendly. The location is perfect since the hotel locates neat the stain station, taxi stand and food court. I will come back to stay when traveling in Singapore",10,Jul-19,
V Hotel Bencoolen,"Henry, guest service officer, is the kindest person I have ever met..He is very polite, helpfull and friendly. My husband chose this hotel because of Henry.  When I arrived for the second time, Im sure he forgets us. But his service is the same..full of smiling and tries to explain anything we want to know. Especially about places which we want to go. Thank you Henry.. thank you V Hotel",10,Jul-19,
V Hotel Bencoolen,I rate V Hotel Bencoolen to be 9/10. The location is great and next to the bus station plus the train station. Access to taxi is easier.   The room is perfect and reasonable size. The retraun offers great meals to my satisfaction. And the staff name Jason was very helpful,10,Jun-19,
V Hotel Bencoolen,Comfortable and good location. A good place to stay.  Nice pool and room  clean and. Friendly and helpful staff location close to places of interest.  And close to places to eat. Safe carpark. Good idea to drive if you are from malaysia.,10,Jun-19,
V Hotel Bencoolen,Very happy with the hotel. Nice and clean. Excellent stay. Courteous and  Very efficient staff.  Just 2 minute walk from MRT. Central and convenient location. 10 mins to CBD and all the tourist destinations,10,Jun-19,
V Hotel Bencoolen,"The hotel is in a great location.The check in was very quick,and the room very neat and clean.the staff are very helpful and friendly.we requested for a upgrade which was done immediately.i would definitely recommend this hotel to my friends.",10,Jun-19,
V Hotel Bencoolen,Just to let you know that I'm very happy with the service I received from the hotel. It was located in a heart of the city and really convinienve for us to stay and go around. Special thanks to Jason who is very helpful and he deserves a medal. Thanks,10,Jun-19,
V Hotel Bencoolen,"I hv dr. Appointment at 12.30 noon time today, n the locations of this hotel is just a good getaway to ourdesignated hospital. Room is a little small but good for 2, clean and functional. Most recommended.",10,Jun-19,
V Hotel Bencoolen,Hotel is very near the mrt and a few minutes from town. The service of the staff here is excellent. They entertained our last minute request without any second thoughts. Definitely a hotel that I will stay with on my next vacation. ,10,Jun-19,
